0,1
2018-07-30,0.0
2018-07-31,0.0
2018-08-01,0.0
2018-08-02,0.0
2018-08-03,0.0
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,0.0
2018-08-09,0.0
2018-08-10,0.0
2018-08-13,0.0
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-17,2283.568769999719
2018-08-20,12623.103770000027
2018-08-21,1960.2087700003394
2018-08-22,-8266.354729999348
2018-08-23,-11758.482229999037
2018-08-24,2372.979770001115
2018-08-27,-12074.218979998885
2018-08-28,-2211.872979998885
2018-08-29,-9021.274979998883
2018-08-30,-8262.391479998885
2018-08-31,-28139.047229998883
2018-09-03,-46795.92647999888
2018-09-04,-22969.547209998593
2018-09-05,-14750.274059998439
2018-09-06,-17747.447219998787
2018-09-07,-25806.78521999863
2018-09-10,-39432.55891999832
2018-09-11,-72480.53391999817
2018-09-12,-74377.63916999786
2018-09-13,-52182.04091999755
2018-09-14,-50764.38616999723
2018-09-17,-67075.86316999723
2018-09-18,-44475.28385499661
2018-09-19,-43161.21809499669
2018-09-20,-30761.19295749704
2018-09-21,-28870.699494997025
2018-09-25,-18406.91393999644
2018-09-26,-18487.380349996325
2018-09-27,-14351.954129996324
2018-09-28,-29527.490302496186
2018-10-08,11602.725067503165
2018-10-09,21622.921205003047
2018-10-10,19452.335735003035
2018-10-11,-20178.782514996645
2018-10-12,46693.88449500346
2018-10-15,74571.46918500391
2018-10-16,82827.52058500417
2018-10-17,91961.43758500417
2018-10-18,104650.2266175039
2018-10-19,110328.19988750367
2018-10-22,113633.11192750366
2018-10-23,117009.34276250366
2018-10-24,116023.76365250381
2018-10-25,126153.5491475035
2018-10-26,125110.48109250337
2018-10-29,118178.19289500322
2018-10-30,104442.61164500353
2018-10-31,99147.33089500385
2018-11-01,88441.09239500416
2018-11-02,111893.60764500448
2018-11-05,110632.80009500471
2018-11-06,107218.60316750479
2018-11-07,107632.0671675051
2018-11-08,108366.0411675054
2018-11-09,118017.63346125586
2018-11-12,121525.98526125593
2018-11-13,133244.33025125568
2018-11-14,133244.33025125568
2018-11-15,139213.34574125565
2018-11-16,147816.72306125547
2018-11-19,147725.9999612556
2018-11-20,139897.1004612553
2018-11-21,143599.858211255
2018-11-22,136124.23021125467
2018-11-23,152823.87933125428
2018-11-26,157380.7592212542
2018-11-27,162212.45897625404
2018-11-28,175524.93801125386
2018-11-29,178725.66448875392
2018-11-30,184081.69335125393
2018-12-03,199117.68257375387
2018-12-04,199637.10612375365
